Name,Year,Event,Image,Image caption,Display Year (if different)
Okabe Momo,2014,Publishes Bible (Session Press),,,
Okabe Momo,2020,Publishes Irumataru,,,
Ume Kayo,2000,Wins an honourable mention at the 9th New Cosmos of Photography contest for Danshi,,,
Ume Kayo,2001,Wins an honourable mention at the 10th New Cosmos of Photography contest for Joshi chūgakusei,,,
Ume Kayo,2002,Graduates from the Japan Institute of Photography and Film,,,
Ume Kayo,2007,Wins the 32nd Kimura Ihei Award for her first photo book Umeme,,,
Ume Kayo,2006,Publishes Umeme (Little More),,,
Ume Kayo,2007,Publishes Danshi (Little More),,,
Ume Kayo,2008,Publishes Jiichan-sama (Little More),,,
Ume Kayo,2010,Publishes Umeppu (Little More),,,
Shiga Lieko,2001,First solo exhibition Floating Occurrence (LOCATION?),,,
Shiga Lieko,2004,Graduates with a degree in Fine Arts and New Media at the London Institute,,,
Shiga Lieko,2007,Publishes Lilly (Art Beat Publishing); CANARY (Akaaka Art Publ,,,
Shiga Lieko,2009,Publishes Kanariamon (Akaaka Art Publishing),,,
Shiga Lieko,2013,Publishes Rasen Kaigan Shashinshū (Akaaka Art Publishing),,,
Shiga Lieko,2015,"Shiga's work is featured in the exhibition In the Wake, which showcased Japanese photographers' work on the 3/11 disaster",,,
Shiga Lieko,2017,Publishes Blind Date (T&M Project),,,
Takagi Yuriko,1986-1992,"Photographs creative friends, dancers, actors, artists, writers, and poets in Bali, Barcelona, Istanbul, London, Paris, Tokyo",,,
Takagi Yuriko,1994,"Publishes Confused Gravitation (美術出版社, 1994)",,,
Takagi Yuriko,1994,"Publishes Nus intimes (用美社, 1994)",,,
Takagi Yuriko,1995-2010,"Travels to Argentina, Bolivia, Chile, China, India, Indonesia, Hawaii, Namibia, and Okinawa photographing the relationship between gravity and human bodies.",,,
Takagi Yuriko,1998,Publishes Skin : Yuriko Takagi×Kozue Hibino (扶桑社. 1998),,,
Ishikawa Mao,1974,Entered the Workshop School of Photography,,,
Ishikawa Mao,1977,"Held first exhibition, titled Kin no Onnatachi at the Minoruda Photo Space",,,
Ishikawa Mao,1982,"Publishes her first photobook 熱き日々inキャンプハンセン‼︎ (≈ Hot Days in Camp Hansen‼︎). Okinawa: Aman, 1982.",,,
Ishikawa Mao,1983-1990,Opened an izakaya near Aja-Shinko port in Naha and photographed the dockworkers and fishermen who were her customers for her book <i>A Port Town Elegy </i>(1990),,,
Ishikawa Mao,1986,Traveled to Philadelpha and photographed African American communities; these photographs became the book <i>Life in Philly </i>,,,
Ishikawa Mao,1988-1989,"Traveled to the Philippines with dancers she became friends with at bars in Naha, Okinawa. Photographs of them became the self-published book フィリピン「出稼ぎ女性の故郷を訪ねる」 : 石川真生写真集 (Philippines ""Visit to the hometowns of migrant women"") (1989)",,,
,1990,Self publishes 港町エレジー : 石川真生写真集 (Port Town Elegy: Ishikawa Mao). Republished by Zen Photo Gallery in 2015.,,,
Ishikawa Mao,1991,Self publishes 沖縄芝居仲田幸子一行物語 : 石川真生写真集 (An Okinawan Play Sachiko Nakata's story: Mao Ishikawa),,,
Ishikawa Mao,1992,Her work was displayed in the exhibition titled Okinawa: Mirai ni mukete: shashin de kangaeru Okinawa sengoshi ten,,,
Ishikawa Mao,1990s-2000s,Took photographs for and wrote columns for the <i>Okinawa Times</i> and <i>Ryukyu Shimpo</i>,,,
Ishikawa Mao,2010,"Awarded the Sagamihara Photo Awards for her book FENCES, OKINAWA (Tokyo: Miraisha, 2010)",,,
Ishikawa Mao,1993-2011,"Took portraits and gathered interviews with people from Japan, Taiwan, and mainland China <i>Here’s What the Japanese Flag Means to Me </i>(日の丸を観る目) (2011)",,,
Ishikawa Mao,1995,"Publishes 女性カメラマンがとらえた沖縄と自衛隊 (Okinawa and the Self-Defense Forces captured by a female photographer) (Tokyo, Koubunken)",,,
Ishikawa Mao,1996,Publishes これが沖縄の米軍だ : 基地の島に生きる人々 (This is the U.S. Army in Okinawa: People Living on a Base Island) (Koubunken),,,
Ishikawa Mao,2002,"Publishes 沖縄ソウル / Okinawa Soul (Ohta Publishing), reflections on her work in photography.",,,
Ishikawa Mao,2004,"Takes part in group exhibition  ""The Perpetual Moment –Visions from within Okinawa and Korea, MoMA PS1"" (October 2004 – December 2004)",,,
Ishikawa Mao,2006,Publishes シマが揺れる : 沖縄・海辺のムラの物語 (The Island SHakes: Okinawa ・The Story of a Seaside Village) with text by journalist and historian Urashima Etsuko (Koubunken),,,
Ishikawa Mao,2008,"Takes part in group exhibition ""Okinawa Prismed 1872–2008, The National Museum of Modern Art Tokyo"" (October 2008 – December 2008)",,,
Ishikawa Mao,2010,"Publishes Fences, Okinawa : 石川真生写真集 (Fences, Okinawa: Ishikawa Mao) (Miraisha)",,,
Ishikawa Mao,2010,"Publishes Life in Philly (Tokyo: Zen Foto Gallery / Gallery OUT of PLACE, 2010)",,,
Ishikawa Mao,2011,"Yokohama Museum of Art features her work in ""原田正路／石川真生 (Harada Masamichi／Ishikawa Mao)"" (December 2011 – March 2012)",,,
Ishikawa Mao,2012,"Her photographs are featured in 沖縄とヤマト : 「縁の糸」をつなぎ直すために (Okinawa and Yamato: To reconnect the ""thread of connection"") (Kamogawa)",,,
Ishikawa Mao,2013,"Her photographs are featured in ""All You Need is Love"" Mori Art Museum (April 2013 – September 2013)",,,
Ishikawa Mao,2013,"Yokohama Citizen's Gallery Azamino exhibition ""写真家石川真生 : 沖縄を撮る (Ishikawa Mao: Photographing Okinawa)"" and catalogue by the same name (Yokohama Citizen's Gallery Azamino)",,,
Ishikawa Mao,2014,Publishes 森花―夢の世界 (Morika’s Dreams) (Tokyo: Miraisha),,,
Ishikawa Mao,2015,"Zen Photo Gallery holds exhibition of her work, ""A Port Town Elegy"" (March 2015)",,,
Ishikawa Mao,2017,"Publishes Red Flower: The Women of Okinawa (New York: Session Press, 2017)",,,
Ishikawa Mao,2018,"Her photographs are featured in the 9th Asia Pacific Triennal of Contemporary Art (APT9), Queensland Art Gallery (November 2018 – April 2019)",,,
Ishikawa Mao,2020,"Her photographs are featured in ""TOP Collection: Photography in the Ryukyu Islands,"" Tokyo Photographic Art Museum (September 2020 – November 2020)",,,
Kon Michiko,1978,"After graduating from the Department of Graphic Arts School of Art and Design, enters the Tokyo Photography College and graduates in 1980",,,
Kon Michiko,1984,Wins a scholarship award at the Kanagawa Prefectural Art Exhibition,,,
Kon Michiko,1985,"Exhibits ""Still"" at the Shinjuku Nikon Salon (Tokyo)",,,
Kon Michiko,1987,"""EAT Imamichiko Photo Exhibition"" at the Kodak Photo Salon (Tokyo, Osaka); Wins the novice award at the Higashikawa International Festival",,,
Kon Michiko,1987,"Publishes photographs in ""Eat"" (The Artworks Commitee), Republished by Shogakukan in 1991",,,
Kon Michiko,1991,"Wins the Kimura Ihee Award; photographs are featured in ""Make-believe : contemporary photography from Japan"" (Photographers' Gallery)",,,
Kon Michiko,1992,"Publishes Michiko Kon : still lives (MIT List Visual Arts Center), republished by Aperture in 1997",,,
Kon Michiko,1996,"Publishes 1996 ""KON BOX"" (Photo Gallery International & Natsuraeri Press); Work included in the exhibition ""ニュー・ジャパニーズ・フォトグラフィ1990's : 無意識の共鳴/New Japanese photography in 1990's : the resonance of unconsciousness"" Yokohama Shimin Gallery",,,
,1997,Publishes Kon Michiko (Korinsha),,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
